"Credit_card","Product_ID","P_CATEGORY","CONDTION","Brand","Price ","Selling_price","Coupon_ID","Date","Time","GTIN","MPN","Merchant_name","M_ID","Payment method","Transaction ID","Return_ind","Return_date"
"5081","502","BEDDING","New","WCYTZ","$4,936.08 ","$4,888.08 ","FB653","30/03/2014","3:33:24","4707278","559913612","Walgreens","VW7193","Mobile carrier Billing","1278","1","4/6/14"
"5081","502","BEDDING","New","WCYTZ","$4,936.08 ","$4,902.08 ","YE588","30/12/2014","1:23:37","6778873","847107563","Walgreens","VW7193","Debit card","71084","1","1/6/14"
"9532","773","SHOES","New","MQSLF","$645.10 ","$605.10 ","BH407","19/11/2014","17:11:54","4400042","571719756","Nine West","RM9837","Credit card","26162","1","11/26/14"
"9940","931","LUGGAGE","Used","CENQJ","$334.55 ","$318.55 ","CZ558","15/03/2014","22:25:56","9414537","802694879","Peninsula Beauty","YE5901","Credit card","95658","1","3/22/14"
"4755","281","DECOR","Refurbished","DGWZG","$4,589.78 ","$4,570.78 ","KQ319","04/02/2014","12:02:38","8660471","950266270","Right Start","IQ1508","Prepaid card","93913","1","2/11/14"
"5481","260","COMPUTERS","New","GCVNE","$4,743.47 ","$4,713.47 ","WZ482","12/05/2014","7:12:38","9211871","806875528","Peninsula Beauty","YE5901","Mobile carrier Billing","94401","1","5/19/14"
"7856","912","APPLIANCES","New","AVMAI","$3,332.40 ","$3,316.40 ","HT819","19/05/2014","1:19:48","3021306","612878244","PetSmart","IB7024","Credit card","66473","1","5/26/14"
"9699","762","KITCHEN & DINING","Refurbished","HLICV","$335.54 ","$312.54 ","PU831","21/12/2014","14:43:57","6440507","315782568","REI","EI6773","Credit card","25308","1","12/28/14"
"2024","775","ELECTRONICS","Used","BEFJD","$3,061.88 ","$3,030.88 ","BW905","28/02/2014","1:12:58","5753562","163022084","Barnes & Noble","EY1658","Prepaid card","1411","1","3/7/14"
"2172","657","BABY CLOTHING","Used","LATFL","$3,437.43 ","$3,402.43 ","AK955","05/07/2014","9:34:24","9741735","572897530","The North Face","GH6873","Prepaid card","34001","1","7/12/14"
"4691","141","COMPUTERS","New","GCVNE","$3,571.93 ","$3,540.93 ","JS948","23/07/2014","6:03:44","6345443","259289790","Staples","VN6656","Mobile carrier Billing","65666","1","7/30/14"
"7589","512","BEDDING","New","HXPCS","$136.84 ","$123.84 ","XZ762","12/11/2014","22:13:14","6170048","274523907","Road Runner Sports","MS6579","Credit card","51280","1","11/19/14"
"7631","607","ELECTRONICS","New","AGSDS","$1,968.00 ","$1,951.00 ","QX845","06/07/2014","13:22:55","6112332","960625167","Gymboree","ZF8986","Debit card","77357","1","7/13/14"
"9532","539","SHOES","Refurbished","RKFCM","$2,837.17 ","$2,807.17 ","JH157","09/03/2014","13:06:22","8766028","329616880","Barnes & Noble","EY1658","Credit card","41910","1","3/16/14"
"9725","773","SHOES","Used","DYHNA","$298.03 ","$270.03 ","AQ302","03/06/2014","0:05:11","5816849","615369127","L'Occitane","GN4214","Mobile carrier Billing","86830","1","6/10/14"
"6214","572","KITCHEN & DINING","New","ZGHYW","$3,905.61 ","$3,889.61 ","CQ481","31/01/2014","8:11:56","5687820","556686206","Guitar Center","GN3989","Credit card","6615","1","2/7/14"
"6271","604","OFFICE SUPPLIES","Refurbished","WELZA","$3,468.09 ","$3,437.09 ","QG627","03/01/2014","8:16:03","3388606","484430907","Ulta","UO9660","Mobile carrier Billing","20658","1","1/10/14"
"2304","830","OFFICE SUPPLIES","Used","EVWJY","$2,431.78 ","$2,409.78 ","GS862","25/11/2014","23:53:23","9233075","635602141","The North Face","GH6874","Credit card","55784","1","12/2/14"
"3500","737","DECOR","New","DGWZG","$4,025.79 ","$3,997.79 ","ED601","12/11/2014","23:10:40","8713619","665827199","Right Start","IQ1508","Credit card","6819","1","11/19/14"
"4358","657","ELECTRONICS","New","BEFJD","$4,439.39 ","$4,402.39 ","MR669","03/08/2014","4:32:57","1241714","364431938","DFLOWERS","ZG2587","Prepaid card","4404","1","8/10/14"
"3496","657","BABY CLOTHING","Used","LATFL","$3,437.43 ","$3,419.43 ","QQ578","30/10/2014","16:54:49","3776163","259694529","The North Face","GH6873","Mobile carrier Billing","3841","1","11/6/14"
"9532","449","SHOES","Refurbished","VKKEA","$4,308.02 ","$4,263.02 ","WD116","06/06/2014","4:40:49","1965152","686793816","Staples","VN6656","Credit card","55946","1","6/13/14"
"4879","141","BABY CLOTHING","Refurbished","TPDLE","$849.05 ","$837.05 ","XQ309","13/07/2014","9:07:00","1896888","846956507","Ulta","UO9656","Mobile carrier Billing","81305","1","7/20/14"
"1548","449","SHOES","New","MQSLF","$2,375.92 ","$2,350.92 ","DQ139","11/02/2014","17:53:17","8180897","168579687","Gymboree","ZF8986","Credit card","55749","1","2/18/14"
"4326","324","LUGGAGE","New","IWPJG","$4,178.16 ","$4,161.16 ","BD516","25/06/2014","15:26:57","6339254","669964326","Nine West","RM9837","Mobile carrier Billing","10156","1","7/2/14"
"3500","737","GAMES","Used","KJOGG","$733.21 ","$694.21 ","VX253","17/02/2014","17:34:06","6111877","343269772","Guitar Center","GN3989","Mobile carrier Billing","29722","1","2/24/14"
"4139","657","BABY CLOTHING","Used","LATFL","$3,437.43 ","$3,398.43 ","RM862","15/01/2014","2:58:40","2523876","495037615","The North Face","GH6873","Mobile carrier Billing","20378","1","1/22/14"
"4878","762","KITCHEN & DINING","Refurbished","HLICV","$335.54 ","$322.54 ","OS637","14/07/2014","17:23:09","8144979","480508935","REI","EI6773","Gift card","15010","1","7/21/14"
"3598","715","BABY CLOTHING","Used","TPDLE","$2,638.33 ","$2,620.33 ","HF476","04/08/2014","16:17:38","3572356","201883630","Ulta","UO9657","Credit card","80203","1","8/11/14"
"9950","795","DECOR","New","QHIYO","$2,831.25 ","$2,796.25 ","GU863","11/09/2014","20:18:51","7828419","995264578","Right Start","IQ1509","Credit card","27211","1","9/18/14"
"8197","470","LUGGAGE","Used","TNVON","$4,783.25 ","$4,742.25 ","KJ294","13/04/2014","23:36:34","2926919","606903849","REI","EI6775","Credit card","31520","1","4/20/14"
"4878","534","SHOES","New","RKFCM","$1,484.74 ","$1,442.74 ","PS753","27/02/2014","1:27:57","7636525","525930201","Peninsula Beauty","YE5901","Prepaid card","34566","1","3/6/14"
"7735","295","COMPUTERS","New","YEJZI","$2,868.97 ","$2,830.97 ","JP795","13/10/2014","14:42:41","7591211","461503260","DFLOWERS","ZG2587","Prepaid card","34343","1","10/20/14"
"8523","195","COMPUTERS","Refurbished","GCVNE","$4,641.79 ","$4,606.79 ","OY734","06/02/2014","12:08:37","4324939","204432559","Barnes & Noble","EY1658","Credit card","92862","1","2/13/14"
"9629","922","LUGGAGE","New","IWPJG","$3,788.97 ","$3,747.97 ","MP825","24/03/2014","5:27:30","1795381","124361705","Guitar Center","GN4259","Credit card","13310","1","3/31/14"
"7631","670","GAMES","New","KJOGG","$3,155.29 ","$3,109.29 ","IN832","14/08/2014","2:27:41","8739041","894058913","Staples","VN6655","Credit card","82913","1","8/21/14"
"7738","670","GAMES","Used","KJOGG","$2,461.84 ","$2,422.84 ","PR129","04/03/2014","11:37:16","6992895","941428574","Ulta","UO9659","Mobile carrier Billing","36415","1","3/11/14"
"8919","435","COMPUTERS","Refurbished","YXQFM","$716.53 ","$677.53 ","OM847","17/05/2014","7:36:32","5891642","819722374","Staples","VN6656","Credit card","22477","1","5/24/14"
"2024","722","ELECTRONICS","New","OULOW","$3,469.59 ","$3,450.59 ","CN613","01/06/2014","19:06:04","9388118","258949556","Walgreens","VW7192","Mobile carrier Billing","86065","1","6/8/14"
"4595","111","COMPUTERS","New","YEJZI","$2,429.24 ","$2,412.24 ","BR643","03/01/2014","14:28:23","8278667","188172679","L'Occitane","GN4214","Credit card","62648","1","1/10/14"
"4852","772","GAMES","Used","KJOGG","$706.15 ","$690.15 ","AE451","15/01/2014","3:14:55","9216614","474473381","L'Occitane","GN4034","Credit card","10315","1","1/22/14"
"6224","119","OFFICE SUPPLIES","Refurbished","EVWJY","$3,130.29 ","$3,094.29 ","HU767","01/10/2014","18:06:47","8368116","733735604","Gymboree","ZF8986","Credit card","25004","1","10/8/14"
"1808","622","BABY TOYS","New","GOZLI","$2,603.49 ","$2,588.49 ","VX347","09/06/2014","15:59:51","9751267","106427134","L'Occitane","GN3944","Credit card","51713","1","6/16/14"
"7576","827","ELECTRONICS","New","OULOW","$2,830.51 ","$2,781.51 ","JT946","06/05/2014","3:09:47","4170224","609097698","Gymboree","ZF8986","Prepaid card","68095","1","5/13/14"
"9275","844","ELECTRONICS","Used","FMBZC","$628.67 ","$581.67 ","IK203","12/10/2014","1:57:57","5187131","843965331","L'Occitane","GN3944","Prepaid card","198","1","10/19/14"
"9587","281","DECOR","Refurbished","DGWZG","$4,589.78 ","$4,553.78 ","YP529","08/08/2014","11:21:51","1796112","715070563","Right Start","IQ1508","Mobile carrier Billing","68442","1","8/15/14"
"4284","343","OFFICE SUPPLIES","Refurbished","WELZA","$2,882.87 ","$2,842.87 ","UU491","29/03/2014","5:13:08","6819442","361424012","Cole Hardware","EX7730","Credit card","61606","1","4/5/14"
"4358","710","KITCHEN & DINING","New","RGMIK","$663.82 ","$629.82 ","WA828","31/10/2014","19:03:04","9036865","461862101","Road Runner Sports","MS6579","Prepaid card","39543","1","11/7/14"
"7124","318","KITCHEN & DINING","New","NSILF","$1,456.56 ","$1,419.56 ","ED257","19/06/2014","15:19:32","4129140","533444724","DODOcase","UW7352","Prepaid card","92474","1","6/26/14"
"4878","970","LUGGAGE","Refurbished","CENQJ","$635.56 ","$606.56 ","KH907","10/06/2014","17:05:21","9671694","224905938","Peninsula Beauty","YE5901","Mobile carrier Billing","46966","1","6/17/14"
"8914","702","DECOR","New","LBVIW","$2,471.36 ","$2,434.36 ","OI908","04/02/2014","15:51:25","5837984","731834718","Walgreens","VW7192","Mobile carrier Billing","57451","1","2/11/14"
"1174","694","ELECTRONICS","New","AGSDS","$3,123.80 ","$3,097.80 ","GS518","21/02/2014","8:55:39","8447488","387569733","Barnes & Noble","EY1659","Mobile carrier Billing","1648","1","2/28/14"
"2804","635","COMPUTERS","New","DCJRW","$1,635.43 ","$1,605.43 ","WH291","27/04/2014","11:26:56","2703629","989222382","Barnes & Noble","EY1659","Mobile carrier Billing","80772","1","5/4/14"
"3018","844","BEDDING","New","RKCPD","$3,559.28 ","$3,516.28 ","LW441","28/01/2014","0:42:17","2295698","401958470","Walgreens","VW7191","Credit card","37127","1","2/4/14"
"9174","844","ELECTRONICS","Used","FMBZC","$628.67 ","$585.67 ","RH856","16/09/2014","20:09:31","4759742","369833870","L'Occitane","GN3944","Credit card","18431","1","9/23/14"
"5157","832","COMPUTERS","New","GCVNE","$3,769.47 ","$3,729.47 ","TA323","23/01/2014","6:52:11","5277181","187489900","DODOcase","UW7352","Prepaid card","23736","1","1/30/14"
"8523","912","APPLIANCES","New","AVMAI","$3,332.40 ","$3,284.40 ","MQ982","20/08/2014","1:44:39","8036212","738108476","PetSmart","IB7024","Credit card","59170","1","8/27/14"
"9587","810","BABY CLOTHING","Used","GOZLI","$2,099.17 ","$2,088.17 ","MZ972","25/08/2014","21:18:27","8210674","578952507","DODOcase","UW7357","Credit card","4325","1","9/1/14"
"1779","773","SHOES","New","MQSLF","$645.10 ","$616.10 ","EK545","04/01/2014","23:47:14","9141931","181794569","Nine West","RM9837","Credit card","13578","1","1/11/14"
"6932","772","KITCHEN & DINING","New","RGMIK","$3,373.87 ","$3,330.87 ","QH690","25/05/2014","23:48:20","6763368","724424443","Guitar Center","GN4079","Mobile carrier Billing","2556","1","6/1/14"
"7486","912","SHOES","New","VKKEA","$2,230.61 ","$2,180.61 ","VO792","21/01/2014","17:17:43","2782598","649598180","Walgreens","VW7192","Mobile carrier Billing","77905","1","1/28/14"
"9723","260","DECOR","Refurbished","DGWZG","$1,623.34 ","$1,608.34 ","MN407","16/04/2014","19:54:14","5608018","175867955","Nob Hill Foods","KL2558","Mobile carrier Billing","78069","1","4/23/14"
"1174","622","COMPUTERS","Refurbished","GCVNE","$1,429.88 ","$1,381.88 ","LE453","07/10/2014","6:03:23","8596919","852928720","Staples","VN6655","Credit card","11181","1","10/14/14"
"3928","687","DECOR","Used","EYYSO","$2,744.78 ","$2,718.78 ","CF343","23/04/2014","16:30:58","8803948","257605451","L'Occitane","GN3944","Mobile carrier Billing","46752","1","4/30/14"
"3942","795","DECOR","New","QHIYO","$2,831.25 ","$2,783.25 ","NB127","03/09/2014","1:28:09","3107808","256896639","Right Start","IQ1509","Mobile carrier Billing","79060","1","9/10/14"
"4477","534","DECOR","Refurbished","ZACKV","$4,981.73 ","$4,956.73 ","TJ926","20/09/2014","6:16:52","9890758","800487387","Ulta","UO9656","Mobile carrier Billing","41747","1","9/27/14"
"6071","762","OFFICE SUPPLIES","New","EVWJY","$692.85 ","$657.85 ","AO224","03/12/2014","0:14:06","6035397","724127540","Road Runner Sports","MS6581","Mobile carrier Billing","40536","1","12/10/14"
"2200","702","APPLIANCES","Refurbished","BUDLO","$4,042.54 ","$4,030.54 ","FT347","09/06/2014","11:33:44","1923609","991692882","REI","EI6773","Mobile carrier Billing","39539","1","6/16/14"
"2396","343","BABY TOYS","Refurbished","GOZLI","$4,893.11 ","$4,882.11 ","RD563","30/11/2014","7:47:16","1343468","454389258","Ulta","UO9657","Credit card","58089","1","12/7/14"
"4477","534","DECOR","Refurbished","ZACKV","$4,981.73 ","$4,955.73 ","PV151","03/08/2014","2:08:16","7285432","575141881","Ulta","UO9656","Paypal wallet","69545","1","8/10/14"
"4807","912","SHOES","New","VKKEA","$2,230.61 ","$2,193.61 ","FE876","09/07/2014","9:17:42","5781158","788266418","Walgreens","VW7192","Mobile carrier Billing","37544","1","7/16/14"
"6946","311","BABY TOYS","New","LATFL","$3,128.36 ","$3,082.36 ","PS574","01/03/2014","9:01:20","8120618","797883041","DODOcase","UW7355","Credit card","63612","1","3/8/14"
"9275","710","KITCHEN & DINING","New","RGMIK","$663.82 ","$641.82 ","MH632","10/10/2014","16:53:41","8131421","770510088","Road Runner Sports","MS6579","Prepaid card","65033","1","10/17/14"
"4128","162","BABY CLOTHING","Refurbished","GOZLI","$2,889.61 ","$2,847.61 ","DE408","16/03/2014","17:04:33","5510810","300058877","Road Runner Sports","MS6579","Credit card","3862","1","3/23/14"
"4879","986","BEDDING","New","RMHRO","$4,298.83 ","$4,274.83 ","VT491","03/11/2014","10:34:10","9133841","231147889","The Vitamin Shoppe","HW9980","Mobile carrier Billing","29756","1","11/10/14"
"7861","781","SHOES","New","VKKEA","$2,280.16 ","$2,262.16 ","GV521","13/11/2014","16:58:54","4498795","795705208","Cole Hardware","EX7729","Credit card","1943","1","11/20/14"
"5229","332","OFFICE SUPPLIES","New","EVWJY","$4,211.48 ","$4,180.48 ","QX304","07/06/2014","14:00:46","3062117","474434700","The North Face","GH6872","Credit card","67160","1","6/14/14"
"8532","956","COMPUTERS","New","YEJZI","$3,158.59 ","$3,129.59 ","BG805","03/12/2014","3:00:07","6031661","958344649","DODOcase","UW7352","Credit card","82538","1","12/10/14"
"8639","138","BABY TOYS","Used","TPDLE","$3,521.43 ","$3,503.43 ","FT411","23/03/2014","21:28:22","5109259","628291925","Gymboree","ZF8986","Mobile carrier Billing","33919","1","3/30/14"
"9587","784","APPLIANCES","Used","AVMAI","$2,053.24 ","$2,016.24 ","JQ608","07/12/2014","22:08:07","9187982","267775024","Ulta","UO9656","Credit card","66597","1","12/24/14"
"2637","111","GAMES","New","EITXF","$4,258.22 ","$4,232.22 ","ZC235","07/04/2014","12:55:17","6172690","112620712","Cole Hardware","EX7729","Mobile carrier Billing","43371","1","4/24/14"
"3723","236","ELECTRONICS","Used","BEFJD","$4,195.69 ","$4,156.69 ","QD139","21/06/2014","3:42:02","2352574","165387303","Ulta","UO9658","Credit card","18427","1","7/8/14"
"4879","607","ELECTRONICS","Used","CWTLA","$2,327.67 ","$2,293.67 ","JR795","15/11/2014","10:58:30","3896542","522942640","The Vitamin Shoppe","HW9979","Mobile carrier Billing","44781","1","12/2/14"
"7991","988","COMPUTERS","Used","DCJRW","$865.57 ","$828.57 ","RI554","15/02/2014","19:31:20","4561233","316589734","Staples","VN6655","Mobile carrier Billing","69142","1","3/4/14"
"2297","281","CLOTHING","Refurbished","ONKHS","$3,797.31 ","$3,756.31 ","HN272","16/02/2014","7:20:18","3182290","486942424","The North Face","GH6873","Mobile carrier Billing","70843","1","3/5/14"
"3122","200","DECOR","Refurbished","QHIYO","$59.63 ","$25.63 ","IY784","02/08/2014","0:58:39","5139805","566345789","L'Occitane","GN4034","Mobile carrier Billing","79912","1","8/19/14"
"9174","715","COMPUTERS","Used","YEJZI","$1,827.63 ","$1,781.63 ","TU873","07/04/2014","1:23:19","8037118","452946064","Road Runner Sports","MS6580","Prepaid card","91675","1","4/24/14"
"9940","694","ELECTRONICS","New","AGSDS","$3,123.80 ","$3,085.80 ","OO941","17/02/2014","14:25:29","2168049","562391839","Barnes & Noble","EY1659","Prepaid card","14601","1","3/6/14"
"2620","300","APPLIANCES","New","KZDWR","$4,918.58 ","$4,877.58 ","LD600","20/05/2014","4:06:22","3011244","580013303","Walgreens","VW7191","Prepaid card","94647","1","6/6/14"
"8532","381","OFFICE SUPPLIES","New","WELZA","$4,694.60 ","$4,680.60 ","ZZ588","05/05/2014","22:00:09","1698430","689393918","Cole Hardware","EX7729","Mobile carrier Billing","47219","1","5/22/14"
"3496","810","DECOR","Used","ZACKV","$1,247.24 ","$1,199.24 ","FY597","09/11/2014","13:20:05","9452655","364563322","The Vitamin Shoppe","HW9975","Mobile carrier Billing","27713","1","11/26/14"
"1739","396","LUGGAGE","New","TNVON","$1,452.50 ","$1,431.50 ","EU348","05/08/2014","11:26:45","1120396","224193987","DODOcase","UW7354","Prepaid card","94189","1","8/22/14"
"4238","579","COMPUTERS","Refurbished","GCVNE","$1,435.77 ","$1,421.77 ","OB940","26/10/2014","10:57:08","6955746","905262958","The Vitamin Shoppe","HW9979","Mobile carrier Billing","40890","1","11/12/14"
"4852","644","DECOR","Used","ZACKV","$4,514.96 ","$4,468.96 ","NS413","12/12/2014","21:35:20","7477536","469517009","Guitar Center","GN4259","Mobile carrier Billing","95276","1","12/19/14"
"5057","111","COMPUTERS","New","YEJZI","$2,429.24 ","$2,406.24 ","IR564","11/01/2014","17:49:26","9227365","749819168","L'Occitane","GN4214","Mobile carrier Billing","93664","1","1/18/14"
"1808","970","LUGGAGE","Refurbished","CENQJ","$635.56 ","$616.56 ","QY890","25/03/2014","12:10:10","7891860","822249387","Peninsula Beauty","YE5901","Mobile carrier Billing","54553","1","4/1/14"
"2028","132","OFFICE SUPPLIES","New","WELZA","$4,531.66 ","$4,489.66 ","VB814","15/08/2014","1:21:18","5871284","809432692","Ulta","UO9657","Credit card","46278","1","8/22/14"
"4358","830","OFFICE SUPPLIES","Used","EVWJY","$2,431.78 ","$2,403.78 ","AY686","04/12/2014","19:46:34","6827980","867913784","The North Face","GH6874","Credit card","11217","1","12/11/14"
"4595","875","DECOR","Refurbished","LBVIW","$4,993.38 ","$4,975.38 ","GK692","15/05/2014","16:59:34","5484698","570645611","Cole Hardware","EX7730","Mobile carrier Billing","71031","1","5/22/14"
"7848","827","ELECTRONICS","New","OULOW","$2,830.51 ","$2,809.51 ","SN760","27/02/2014","0:05:45","5620182","189568585","Gymboree","ZF8986","Mobile carrier Billing","39131","1","3/6/14"
"7979","534","SHOES","New","RKFCM","$1,484.74 ","$1,453.74 ","GP141","18/11/2014","5:01:56","7855657","383376455","Peninsula Beauty","YE5901","Prepaid card","29537","1","11/25/14"
"8914","604","OFFICE SUPPLIES","Refurbished","WELZA","$3,468.09 ","$3,456.09 ","HG212","25/01/2014","20:35:00","4195256","525433377","Ulta","UO9660","Prepaid card","63049","1","2/1/14"
"9554","772","GAMES","Used","KJOGG","$706.15 ","$687.15 ","NB703","29/10/2014","21:02:24","8789208","987865686","L'Occitane","GN4034","Mobile carrier Billing","93471","1","11/5/14"
"2172","922","LUGGAGE","Refurbished","TNVON","$1,567.45 ","$1,550.45 ","LV881","01/04/2014","18:20:44","9039530","682524502","PetSmart","IB7024","Mobile carrier Billing","37874","1","4/8/14"
"3156","752","CLOTHING","Used","GTFFL","$625.61 ","$615.61 ","YV448","26/06/2014","22:44:25","2216428","643401891","Barnes & Noble","EY1660","Mobile carrier Billing","20694","1","7/3/14"
"6143","844","BEDDING","New","RKCPD","$3,559.28 ","$3,529.28 ","LD508","21/01/2014","12:15:34","4294220","404982999","Walgreens","VW7191","Mobile carrier Billing","23783","1","1/28/14"
"9563","827","KITCHEN & DINING","New","NSILF","$2,213.77 ","$2,184.77 ","TR713","25/02/2014","7:05:31","1251509","295972671","L'Occitane","GN4304","Mobile carrier Billing","42341","1","3/4/14"
"2019","449","SHOES","New","MQSLF","$2,375.92 ","$2,326.92 ","AO707","02/09/2014","18:43:56","1111296","636154490","Gymboree","ZF8986","Mobile carrier Billing","27874","1","9/9/14"
"2062","702","APPLIANCES","Refurbished","BUDLO","$4,042.54 ","$4,022.54 ","NP269","03/10/2014","21:54:31","9957792","729858312","REI","EI6773","Mobile carrier Billing","99995","1","10/10/14"
"6946","702","APPLIANCES","Refurbished","BUDLO","$4,042.54 ","$4,029.54 ","RW460","13/01/2014","18:46:56","4583001","997469288","REI","EI6773","Prepaid card","94651","1","1/20/14"
"7979","875","BEDDING","New","CJUEU","$2,399.11 ","$2,349.11 ","RT697","10/07/2014","23:19:18","2917506","375695063","DODOcase","UW7352","Gift card","87588","1","7/17/14"
"9305","838","BEDDING","Refurbished","CJUEU","$1,980.83 ","$1,936.83 ","SI599","24/10/2014","7:57:37","5270774","618459130","Gymboree","ZF8986","Credit card","57172","1","10/31/14"
"3040","119","COMPUTERS","New","YXQFM","$901.26 ","$870.26 ","AD617","28/05/2014","11:53:37","2628367","932276769","Costco","GW8247","Prepaid card","70974","1","6/4/14"
"3175","623","KITCHEN & DINING","Used","NSILF","$4,832.53 ","$4,794.53 ","HT372","18/01/2014","11:05:47","7530113","488591075","Nob Hill Foods","KL2558","Mobile carrier Billing","90651","1","1/25/14"
"6042","151","SHOES","New","VKKEA","$3,653.68 ","$3,641.68 ","OK693","26/01/2014","8:10:24","3082694","715497669","Nine West","RM9837","Credit card","71868","1","2/2/14"
"6825","395","OFFICE SUPPLIES","New","WELZA","$2,909.68 ","$2,865.68 ","RR589","13/03/2014","13:24:58","2962013","899814214","DODOcase","UW7356","Credit card","6068","1","3/20/14"
"7653","236","ELECTRONICS","Used","BEFJD","$4,195.69 ","$4,164.69 ","EX623","10/01/2014","11:01:36","2134018","291089311","Ulta","UO9658","Credit card","5662","1","1/17/14"
"9699","694","ELECTRONICS","New","AGSDS","$3,123.80 ","$3,073.80 ","CC917","07/12/2014","19:58:07","3751859","709679926","Barnes & Noble","EY1659","Prepaid card","22682","1","12/14/14"
"9699","699","CLOTHING","New","KXUWE","$1,061.81 ","$1,035.81 ","RY154","10/03/2014","4:13:20","2888107","920454811","Guitar Center","GN3989","Mobile carrier Billing","53464","1","3/17/14"
"3598","737","GAMES","Used","KJOGG","$733.21 ","$717.21 ","QM916","31/03/2014","21:55:23","1794235","768553717","Guitar Center","GN3989","Mobile carrier Billing","57091","1","4/7/14"
"7412","752","OFFICE SUPPLIES","Refurbished","EVWJY","$4,802.17 ","$4,774.17 ","MD787","17/08/2014","12:32:24","7038849","244802920","The North Face","GH6873","Mobile carrier Billing","57874","1","8/24/14"
"8067","722","ELECTRONICS","New","OULOW","$3,469.59 ","$3,437.59 ","RA716","02/05/2014","6:26:06","2086311","724788932","Walgreens","VW7192","Prepaid card","59171","1","5/9/14"
"9532","324","LUGGAGE","New","IWPJG","$4,178.16 ","$4,132.16 ","EZ411","24/02/2014","12:10:09","7926606","122341112","Nine West","RM9837","Prepaid card","40876","1","3/3/14"
"1548","260","DECOR","Refurbished","DGWZG","$1,623.34 ","$1,591.34 ","MU257","30/12/2014","2:38:05","9220620","691847646","Nob Hill Foods","KL2558","Mobile carrier Billing","21441","1","1/6/14"
"2019","395","OFFICE SUPPLIES","New","WELZA","$2,909.68 ","$2,868.68 ","QL610","18/11/2014","13:41:01","9952649","388475660","DODOcase","UW7356","Credit card","34218","1","11/25/14"
"1548","810","DECOR","Used","ZACKV","$1,247.24 ","$1,221.24 ","JY666","01/07/2014","12:21:06","3065706","938358600","The Vitamin Shoppe","HW9975","Prepaid card","56968","1","7/8/14"
"3768","912","APPLIANCES","New","AVMAI","$3,332.40 ","$3,296.40 ","YC558","15/11/2014","8:42:10","8616472","528321161","PetSmart","IB7024","Debit card","52468","1","11/22/14"
"5008","535","KITCHEN & DINING","New","HLICV","$4,990.97 ","$4,958.97 ","FT636","20/05/2014","11:02:38","4113860","742190674","Barnes & Noble","EY1658","Prepaid card","94691","1","5/27/14"
"7979","604","ELECTRONICS","Used","CWTLA","$4,526.52 ","$4,476.52 ","NJ917","10/11/2014","10:36:29","7834525","584440467","PetSmart","IB7024","Mobile carrier Billing","48042","1","11/17/14"
"2377","435","GAMES","New","HWAVW","$4,157.59 ","$4,125.59 ","OT163","01/04/2014","14:32:30","3050835","643043421","Road Runner Sports","MS6580","Prepaid card","24785","1","4/8/14"
"5481","784","GAMES","Used","EITXF","$1,017.77 ","$996.77 ","LZ335","09/06/2014","9:38:25","8783883","697278810","Costco","GW8248","Mobile carrier Billing","30387","1","6/16/14"
"6224","810","DECOR","Used","ZACKV","$1,247.24 ","$1,218.24 ","PX676","07/05/2014","17:00:33","8992805","284133171","The Vitamin Shoppe","HW9975","Mobile carrier Billing","65105","1","5/14/14"
"6286","383","CLOTHING","Refurbished","IKPMD","$2,813.03 ","$2,767.03 ","HW159","24/02/2014","11:46:03","2430178","119444837","L'Occitane","GN3944","Mobile carrier Billing","62129","1","3/3/14"
"7496","702","DECOR","New","LBVIW","$2,471.36 ","$2,455.36 ","MA994","12/09/2014","17:15:51","2499014","165660808","Walgreens","VW7192","Mobile carrier Billing","25694","1","9/19/14"
"7075","670","GAMES","New","KJOGG","$3,155.29 ","$3,105.29 ","YH660","28/02/2014","18:09:19","9236635","112612983","Staples","VN6655","Credit card","21957","1","3/7/14"
"2024","827","ELECTRONICS","New","OULOW","$2,830.51 ","$2,780.51 ","QM917","31/01/2014","18:26:03","3940623","443328282","Gymboree","ZF8986","Mobile carrier Billing","52502","1","2/7/14"
"3018","138","BABY TOYS","Used","TPDLE","$3,521.43 ","$3,472.43 ","IS827","24/03/2014","8:19:46","1604192","233722084","Gymboree","ZF8986","Mobile carrier Billing","39694","1","3/31/14"
"3965","767","SHOES","New","DYHNA","$3,978.88 ","$3,946.88 ","YC178","27/04/2014","10:35:07","5451476","910728566","Guitar Center","GN3989","Credit card","29113","1","5/4/14"
"3931","470","LUGGAGE","Used","TNVON","$4,783.25 ","$4,773.25 ","LT148","21/02/2014","15:32:21","9108575","628235724","REI","EI6775","Prepaid card","18253","1","2/28/14"
"7848","145","CLOTHING","New","ZVYTC","$3,631.77 ","$3,609.77 ","BK650","23/01/2014","23:11:31","3447289","460534600","Nine West","RM9837","Mobile carrier Billing","37717","1","1/30/14"
"2024","111","GAMES","New","EITXF","$4,258.22 ","$4,218.22 ","PN999","18/01/2014","14:09:05","9028914","956982458","Cole Hardware","EX7729","Credit card","83882","1","1/25/14"
"3500","644","DECOR","Used","ZACKV","$4,514.96 ","$4,491.96 ","GR940","03/10/2014","5:08:13","3346544","145685590","Guitar Center","GN4259","Mobile carrier Billing","94429","1","10/10/14"
"4575","594","APPLIANCES","Used","BUDLO","$3,629.75 ","$3,595.75 ","FK548","07/01/2014","14:07:19","4407505","300544726","Ulta","UO9656","Credit card","4537","1","1/14/14"
